pitch_type,stand,pitcher,p_throws,release_speed,release_pos_x,release_pos_y,release_pos_z,pfx_x,pfx_z,plate_x,plate_z,vx0,vy0,vz0,ax,ay,az,effective_speed,release_extension
CH,R,Luis Castillo,R,-0.7255503120859818,-0.6352709006525676,0.6174720621448044,-2.0896959660217944,-1.11518813255908,-0.9234659933650878,-0.49628509306241136,-1.6247511769182899,0.567602230360846,0.726293859380025,0.22578219853713782,-0.8997300914033989,-0.960837459545389,-1.003436842457137,-0.7345584921639283,-0.6782206776286339
CH,R,Luis Castillo,R,-0.6727007832415409,-0.6615723347509133,0.6588044115266398,-1.9716762617808605,-1.2553027546317264,-0.9234659933650878,-1.8831200105550436,-0.3558582118515496,0.1728498031598323,0.6516627344857857,1.1441429405121597,-0.9863980986826256,-1.014583789371164,-1.0544590854493354,-0.6674129802057337,-0.6782206776286339
FS,R,Homer Bailey,R,-0.8488658793896788,-0.6931340556689283,-0.20917492549177177,0.2943020596450772,-0.029299811496071113,-0.613316788737729,0.8552913095787131,-1.8554589887486062,0.7582175414171678,0.8659030246632521,-0.9032107693808632,-0.03311669177276468,-0.957054101536878,-0.6658512199521375,-0.7681312481430268,0.14682252148666972
FF,L,Gerrit Cole,R,1.441280370536114,-0.61949004019356,-0.7878278168373796,-0.6262516334342093,-0.5080247702442793,1.092503836712745,-0.5550492844815907,0.8291410034587119,0.5313717729666618,-1.4521944402799225,-0.20394404906760874,-0.6647568678963671,2.004556642275918,1.3561676363356872,1.414097890498344,0.7656049208231465
KC,L,Gerrit Cole,R,-1.2011960716859547,-0.5984488929148833,0.8447999837448625,-0.22498463901503296,1.7571616199301692,-2.409597598871182,0.2794022336707558,0.3677253797980791,-0.010061846380174821,1.2078913885697629,2.0625452042716446,1.4209870765664718,-0.6219045778154416,-2.286013639180898,-1.288508965819045,-0.8844814774074589
SL,R,Homer Bailey,R,-0.24990455248600896,-0.7667780711442966,-1.325148358801152,0.17628235540414336,0.3793678362158139,-0.3419362346887899,1.2901463260806403,-0.9431144601469003,0.9166237036251835,0.24568567568695343,-0.5815006536478964,0.2828672537010303,-0.5574949636503206,-0.3957758325481843,-0.02953061660286964,1.3843873201596233
SL,R,Luis Castillo,R,-0.7783998409304227,-0.61949004019356,1.6094484473087076,-1.688428971602618,0.16919590310684446,-0.8200829251559683,0.773021441591862,-0.5026722739253872,0.6076048250712729,0.7811257716021848,0.9252797332808006,0.15185127922817615,-1.1824001394176997,-0.9588720801125588,-0.8856358940698703,-1.7095246765227625
FT,R,Luis Castillo,R,1.1065666878546534,-0.5458460247181919,1.1547926041085914,-1.2871619771834417,-1.1618930065832953,-0.25147605000581025,-0.15545278283117128,0.892061315776071,0.7626278411651766,-1.107698969559496,1.0541683255515106,-1.2799903998262727,0.8803424586431129,-0.33418926753248646,0.8937201728223256,-1.0907422771862838
FS,R,Homer Bailey,R,-0.46130266786377494,-0.74573692386562,-0.3745043230190841,0.4831335864305722,-0.8933399809440566,-0.08347856416599084,1.125606590106938,-1.656211333076969,1.1696088760318837,0.5102804072488887,-1.256592321442956,-0.8421339935599642,-0.5200274629741825,-0.1560024300215646,-0.4324036883520467,0.3530833212654947
KC,L,Gerrit Cole,R,-1.2540456005303955,-0.6037091797345526,0.9481308571994437,-0.36660828410415525,1.675428090387792,-2.293291647135923,-0.10844142969582782,-0.9221410227077805,-0.11059179712647123,1.2562038349310125,1.0948852550319084,1.3625668729654379,-0.5342576582539638,-2.12419044367866,-1.355654477777242,-0.8844814774074589
FT,R,Homer Bailey,R,0.6661539474843087,-0.7878192184229733,-1.1598189612738394,0.36511388218963836,-1.3136838471619954,0.13621045577838842,-1.4482649940531165,-0.28245118081463066,0.5532363292066591,-0.6814855771565723,-0.7354417302038989,-1.3941085397443091,0.468864032941097,0.18627102012772065,0.8097882828745806,1.1781265203807982
FF,L,Gerrit Cole,R,1.4941298993805547,-0.6510517611115749,-0.0025131785826240493,-0.31940040240778045,-0.8466351069198412,0.9891207685036253,-0.6138134759007701,1.2695831896802254,0.6369784006721791,-1.4902108223088462,0.14907722464102022,-1.0375290785100797,2.2407657504457563,1.1933181895863558,1.3301660005505989,-0.059438278292155255
FT,R,Luis Castillo,R,1.0184841397805844,-0.5774077456362069,0.741469110290296,-1.4051816814243756,-1.4888271247528035,-0.5616252546331691,0.6789987353211752,-0.9955480537446995,1.1950762566135382,-0.9758333733892935,-0.3176415131575545,-1.6623865736043757,1.156572589429637,-0.5684065877105601,0.7930019048850302,-0.6782206776286339
FT,R,Luis Castillo,R,0.9832511205509563,-0.4879828697018309,1.2167911281813226,-1.3579737997280028,-1.4187698137164804,-0.36778200174106984,1.4546860620543425,0.7137870975435537,1.3661207965466413,-0.9246306604277559,1.054665429508552,-1.5863913067857605,1.1577816893382977,-0.4738992072140006,0.6754972589581867,-1.2970030769651106
KC,R,Homer Bailey,R,-1.923472965893319,-0.6983943424885976,-1.4284792322557183,0.5303414681269449,1.4302275017606612,-1.5825330531982256,-0.3787567102240528,-0.8487339916708618,-0.09203506542755575,1.900500859878977,0.7546962134255273,1.1402111033883449,-1.3727544173041208,-1.5219135079341337,-1.6410229035995756,1.3843873201596233
KC,L,Gerrit Cole,R,-0.8488658793896788,-0.61949004019356,0.6381382368357295,-0.27219252071140776,1.675428090387792,-2.1769856954006634,1.513450253473522,-0.6494863359992248,0.4420043774718058,0.8486579892623407,1.079343368789204,1.353606196183857,-0.1149139089431808,-2.088256865233684,-0.9359950280385169,-0.6782206776286339
FT,L,Luis Castillo,R,1.0713336686250252,-0.61949004019356,1.0514617306540102,-1.2871619771834417,-1.3020076286559417,-0.7037769734207086,0.3264135868060993,-0.3453714931319897,1.0452188194024408,-1.0491422462465365,0.2540543039292266,-1.4524203685153707,0.666292947372376,-0.7588706325784421,0.8601474168432272,-1.0907422771862838
FS,L,Homer Bailey,R,-1.2364290909155826,-0.7878192184229733,-0.2505072748735925,0.2706981187968909,-0.0760046855202866,-0.5099337205286093,-1.577546215175311,1.2486097522411057,0.027276460159593518,1.2026325748985973,1.5455900572236823,0.02546180626572184,-1.8029107248955991,-0.7256945483947054,-1.0367132959758099,0.14682252148666972
KC,L,Gerrit Cole,R,-0.9721814466933758,-0.61949004019356,0.5761397127629837,-0.3430043432559689,1.7921902754483308,-2.3966747153450427,-0.4845322547785755,1.8778128754146959,-0.24503547964674247,0.9832044630772951,3.2173609146815583,1.5077131503460663,-0.0006976318244607088,-2.3991878511057636,-1.0702860519549084,-0.47195987784980703
SL,L,Homer Bailey,R,-0.14420549479712721,-0.8509426602590031,-0.7051631180737233,0.24709417794870242,0.33266296219159847,-0.14809298179669067,-0.0849357531281561,0.8710878783369512,0.52082776191418,0.10721461248328826,0.7085570261566596,0.3014910100492466,-1.0820460964757785,-0.28448152448574215,0.07118765133442344,0.7656049208231465
SL,L,Gerrit Cole,R,-0.03850643710824297,-0.614229753373891,0.5761397127629837,-0.17777675731866027,1.0098836355427223,-0.31609046763651,0.11486249769705364,1.7519722507799778,0.20717264541444935,0.02499530045385762,1.6938796830919156,0.9202060874926723,-0.11483141748509651,-0.5201807554892952,-0.09667612856106661,-0.6782206776286339
CH,R,Luis Castillo,R,-0.5317687063230311,-0.5931886060952143,0.18348239363559862,-1.6648250307544317,-1.2202740991135648,-0.858851575734388,-0.14369994454733542,-0.28245118081463066,0.7108612740084796,0.5327999745117545,1.0247568838611802,-1.054353025999685,-0.6162611247028982,-0.9831671776505044,-0.5163355782997917,-0.2656990780709821
SL,R,German Marquez,R,-0.707933802471169,-0.814120652521319,1.4647852244723056,-0.012549171381351622,0.5078062397824064,-0.600393905211589,-0.31999251880487345,0.525026160591477,0.30370778364689194,0.7228480411559616,1.0468010524510207,0.43850681106209777,0.13493187056716474,-0.7773967828705822,-0.9359950280385169,-1.5032638767439357
CH,R,Luis Castillo,R,-0.5493852159378438,-0.6563120479312443,1.2167911281813226,-1.9244683800844877,-1.0918356955469721,-0.871774459260528,-2.0006483933934023,0.14750428668732257,0.08509382683004962,0.5458854515453473,1.468208402118633,-0.8561052917039529,-0.7315491765552884,-1.0313728004948939,-0.6506266022161833,-1.2970030769651106
KC,L,Homer Bailey,R,-1.993939004352575,-0.7352163502262816,-1.0978204372010938,0.6955690540642535,1.2667604426759072,-1.6342245873027854,-1.9183785254065513,-0.7963003980730626,-0.49351649043002743,1.9603196003729773,0.7609560340961061,1.0552078552024904,-1.8461656015204537,-1.5531222523145565,-1.70816841555777,1.1781265203807982
FF,R,Julio Teheran,R,0.3842897936472865,-0.6668326215705827,-0.6431645940009776,-2.420151137896412,-0.34455771115952527,0.6272800297717065,-0.5785549610492624,1.4478574079127426,0.44257021385994105,-0.407738118827676,1.6154763448547749,-0.36757501930304387,0.4492811983551467,0.4853380121766176,0.45727434509405007,0.5593441210443215
FF,L,Gerrit Cole,R,1.3355813128472322,-0.6405311874722367,-0.06451170265536983,-0.41381616580052794,-0.7882540143895719,1.040812302608185,-0.2964868422372017,0.40967225467631846,0.7214207247994069,-1.3184707050060198,-0.5465905458710314,-0.9692129602867587,2.3020697175810585,1.250695735194061,1.1623022206551088,0.14682252148666972
FT,L,Homer Bailey,R,0.6485374378694934,-0.74573692386562,-2.1311291717468177,0.1998862962523297,-0.8466351069198412,0.3042079416182077,-0.355251033656381,-0.13563711874079304,0.7874111742911916,-0.6767523075455254,-0.6965481872557893,-0.9514760214548644,-0.3784141348597806,0.3809884327509833,1.0112248187491668,2.209430519274927
CH,R,Luis Castillo,R,-0.373220119789706,-0.6037091797345526,1.2374573028722475,-1.7356368532989928,-1.2202740991135648,-0.5874710216854491,0.4909533227798014,-1.278689459172815,0.9226749530438164,0.4024551561592614,0.0801893590271293,-1.0763620415538913,-0.6562970686917173,-0.6946843854953736,-0.5163355782997917,-1.2970030769651106
SL,R,German Marquez,R,-0.5670017255526567,-0.6826134820295899,1.3614543510177244,0.1998862962523297,0.6479208618550527,-0.6391625557900089,-0.6490719907522777,1.0598488152890284,0.07557566924605769,0.5642671425538192,1.3387184368011844,0.5832939252187278,-0.2674278861400532,-0.8174377807969471,-0.7177721141743802,-1.2970030769651106
SL,R,Julio Teheran,R,-1.1659630524563265,-0.7562574975049583,0.16281621894468826,-2.396547197048223,0.49613002127635253,-0.4582421864240495,-0.43752090164323204,-1.1423621158185373,0.21554186157318647,1.1355814520001748,0.5921997531345679,0.45735872692740187,-1.5593301463653597,-0.6386370665595693,-1.0367132959758099,-0.059438278292155255
SL,L,Gerrit Cole,R,-0.16182200441194,-0.6668326215705827,-0.0851778773462802,-0.31940040240778045,1.021559854048776,-0.9751575274696477,0.3029079102384275,-0.2719644620950708,0.30788495236078206,0.13710679784232005,0.4719544255096403,0.9236409320933321,-0.55602582834626,-1.0542580743430205,-0.07988975057151856,0.14682252148666972
KC,R,German Marquez,R,-0.7783998409304227,-0.5984488929148833,1.6507807966905284,0.5775493498233197,0.49613002127635253,-1.698839004933485,0.06785114456171018,-1.089928522220738,0.2763108168910998,0.7825893933959119,0.17203205905495822,0.435030792009165,-0.33146749176230833,-1.636829453422946,-0.9695677840176153,-1.7095246765227625
FF,L,Gerrit Cole,R,1.353197822462045,-0.614229753373891,-0.9531572143646918,-0.46102404749690273,-0.4963485517382254,1.1571182543434448,0.7612686033080261,0.15799100540688266,1.0204125095045042,-1.3298353701585428,-0.8716651437876729,-0.7040950732030331,1.8072357212092462,1.4480582850855845,1.3301660005505989,0.9718657206019733
FF,R,Luis Castillo,R,1.0184841397805844,-0.6510517611115749,1.7541116701451096,-1.3343698588798165,-0.8933399809440566,0.6531257968239864,1.8660354019885976,1.668078501023499,1.4801222804728555,-0.9555126118197426,1.2716657643016347,-1.0585596499162624,0.7926671396423528,0.5687078333677549,0.6587108809686386,-1.7095246765227625
SL,L,Homer Bailey,R,-0.03850643710824297,-0.7930795052426424,-0.8291601662192003,0.1998862962523297,0.4377489287460832,-0.10932433121827076,1.2196292963776252,-0.3139113369733102,0.9049652331687063,0.02588973443782348,-0.29486888098118264,0.3546543476242508,-0.8401870838342339,-0.18335389827426488,0.15511954128216845,0.7656049208231465
FT,R,Julio Teheran,R,-0.21467153325638086,-0.719435489767274,-0.6018322446191422,-2.3021314336554757,-1.3370362841741033,-0.44531930289790955,-2.4237505716114933,-0.08320352514299358,0.10080883725620983,0.20040482355369757,1.1004607175101055,-1.1608588975671685,0.3229431972532039,-0.602955218119328,-0.1638216405192636,0.5593441210443215
SL,R,German Marquez,R,-0.5317687063230311,-0.750997210685289,1.3201220016359037,-0.05975705307772642,0.27428186966132917,-0.25147605000581025,-0.6608248290361136,1.3115300645584649,0.2242230011171672,0.5361802530819727,1.424311955109815,0.25463107206096,0.12141039226531765,-0.49254383337089447,-0.7177721141743802,-1.2970030769651106
FT,R,Luis Castillo,R,1.229882255158348,-0.5774077456362069,1.40278670039956,-1.2871619771834417,-1.4888271247528035,-0.2256302829535303,1.1843707815261175,0.252371473882921,1.3855311200165612,-1.1796466351377959,0.47146928604024574,-1.703594349565939,1.1573774165346413,-0.2617414262523671,0.9105065508118737,-1.2970030769651106
SL,R,Julio Teheran,R,-1.7296913601303683,-0.714175202947605,1.5267837485450515,-2.0896959660217944,1.3368177537122303,-1.1173092462571872,3.1470947749267073,-2.0756800818593626,1.021862984142672,1.7713441753009993,0.4094719022509079,0.9482056239397633,-1.6920370631745176,-1.1607283385733391,-1.8256730614846135,-1.5032638767439357
FS,L,Homer Bailey,R,-0.9897979563081887,-0.7404766370459507,-0.4158366724009195,0.36511388218963836,0.06410993655235973,-0.600393905211589,0.8787969861463849,-0.3873183680102289,0.7670142262536932,0.9852284361089692,0.24929447920887488,0.04785612813896206,-1.1814721921015654,-0.7268829502304912,-0.8520631380907718,0.3530833212654947
SL,L,Gerrit Cole,R,0.0143430917361979,-0.714175202947605,0.3074794417810902,-0.2957964615595941,0.6362446433489988,-0.31609046763651,0.773021441591862,-1.6247511769182899,0.6248662017039212,-0.012684069795441809,-1.062876728374911,0.5571586082800353,-0.6035892068012525,-0.3403593554187039,0.020828517365776896,-0.2656990780709821
SL,R,German Marquez,R,-0.8664823890044916,-0.7089149161279359,1.2374573028722475,0.011054769466834726,0.6479208618550527,-0.49701083700246934,0.4086834547929503,1.0074152216912295,0.42205658978568933,0.8891573391053798,1.4243936333484062,0.5213973523086309,0.24004983016656994,-0.7281305474863706,-1.0870724299444587,-1.2970030769651106
FF,R,Gerrit Cole,R,1.635061976299067,-0.6247503270132293,-0.7258292927646337,-0.36660828410415525,-0.7649015773774642,0.8082003991376661,0.5027061610636372,0.22091131772424172,1.0413180456445477,-1.631853993849336,-0.7552165713707144,-1.0346203805867311,1.50502518863982,1.1155399683796559,1.6323208043624804,0.7656049208231465
KC,L,Homer Bailey,R,-1.8353904178192502,-0.677353195209921,-1.4284792322557183,0.2706981187968909,1.1499982576153684,-2.306214530662063,0.5379646759151449,-3.3655464843652223,0.25976265440156576,1.834169551126852,-0.6447751810933988,0.8984941475120661,-0.8274369072333297,-1.978089270552307,-1.6410229035995756,1.3843873201596233
SL,R,Julio Teheran,R,-1.1131135236118856,-0.677353195209921,0.4934750139993275,-2.254923551959103,0.2976343066734369,-0.613316788737729,1.2196292963776252,-2.7678035173503117,0.7416695864773802,1.1307645779340045,-0.6028757366291699,0.24287017672754968,-1.3989147042909282,-0.6998335394649382,-1.0870724299444587,-0.47195987784980703
CH,L,Luis Castillo,R,-0.8488658793896788,-0.782558931603304,1.40278670039956,-1.8536565575399266,-1.3370362841741033,-0.5357794875808892,-0.6138134759007701,0.6928136601044341,0.6747972306989244,0.8658240282550962,1.8004825731529281,-1.0589458063994448,-0.4909092069444973,-0.7700085662103362,-1.0199269179862618,-1.5032638767439357
CH,L,Luis Castillo,R,-0.707933802471169,-0.719435489767274,1.258123477563158,-1.617617149058059,-1.430446032222534,-0.32901335116264996,-0.1907112976826789,-0.7963003980730626,0.8063307955537438,0.7325366272502947,0.4186269799472134,-1.173916471504582,-0.5125170403501711,-0.5112412112595665,-0.8520631380907718,-1.2970030769651106
